code,name,price,gender,summary,color_name,series_list,series_img_list,size_list,media_list,info_long,size_img,image_big,information
167646C,척테일러 올스타 리뉴 코튼,69000,남녀공용,지속 가능한 방식으로 생산된 스니커즈,데저트오레,"['167646C#','167749C','167750C','167644C','167647C','567855C','167643C']","['https://image.converse.co.kr/cmsstatic/product/167646C_167646C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167749C_167749C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167750C_167750C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167644C_167644C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167647C_167647C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/567855C_567855C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167643C_167643C_pdp-option.jpg?browse=']",['Free Size'],"['https://image.converse.co.kr/cmsstatic/product/167646C_167646C_primary.jpg?gallery=','https://image.converse.co.kr/cmsstatic/product/167646C_167646C_02.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167646C_167646C_03.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167646C_167646C_04.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167646C_167646C_05.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167646C_167646C_06.jpg?browse=']","[""'컨버스 리뉴 코튼 컬렉션'은 지속 가능하고 혁신적인 제품을 만들기 위한 컨버스의 실천으로 완성되었습니다. 재활용 코튼 캔버스로 제작된 어퍼와 재활용 고무를 사용하여,새롭고 독특한 텍스처를 지닌 스니커즈가 탄생했습니다. 자연에서 영감받은 컬러웨이를 적용하여 트렌디한 룩을 완성할 뿐 아니라 보다 특별한 일상을 선사할 것입니다. 버려진 재료들로 재탄생한 혁신적인 '컨버스 리뉴 코튼 컬렉션'을 지금 만나보세요."",'* 재활용 코튼이 30% 혼합된 캔버스 어퍼','* 대비되는 색상의 캔버스 색상 패널','* 재활용 폴리에스테르 소재로 제작된 슈 레이스','* 컷 아웃 디테일이 적용된 윈도우 패치','* 불규칙한 작은 반점 무늬가 있는 재활용 고무 아웃솔']",,http://tcakorea.speedgabia.com/converse/SU20/167646C.jpg,"{'제품소재': '겉감: 면 100%/ 안감: 면 100%/ Outsole: 고무 100%','색상': '데저트오레','치수': '220-290','제조자': '컨버스','제조국': '베트남','취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.','품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선','A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)','제조연월': '상품 라벨에서 확인'}"
167647C,척테일러 올스타 리뉴 코튼,69000,남녀공용,지속 가능한 방식으로 생산된 스니커즈,베얼리볼트,"['167647C#','167749C','167750C','167644C','167646C','567855C','167643C']","['https://image.converse.co.kr/cmsstatic/product/167647C_167647C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167749C_167749C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167750C_167750C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167644C_167644C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167646C_167646C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/567855C_567855C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167643C_167643C_pdp-option.jpg?browse=']","['220','230','240','250','260','270','280','290']","['https://image.converse.co.kr/cmsstatic/product/167647C_167647C_primary.jpg?gallery=','https://image.converse.co.kr/cmsstatic/product/167647C_167647C_02.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167647C_167647C_03.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167647C_167647C_04.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167647C_167647C_05.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167647C_167647C_06.jpg?browse=']","[""'컨버스 리뉴 코튼 컬렉션'은 지속 가능하고 혁신적인 제품을 만들기 위한 컨버스의 실천으로 완성되었습니다. 재활용 코튼 캔버스로 제작된 어퍼와 재활용 고무를 사용하여,새롭고 독특한 텍스처를 지닌 스니커즈가 탄생했습니다. 자연에서 영감받은 컬러웨이를 적용하여 트렌디한 룩을 완성할 뿐 아니라 보다 특별한 일상을 선사할 것입니다. 버려진 재료들로 재탄생한 혁신적인 '컨버스 리뉴 코튼 컬렉션'을 지금 만나보세요."",'* 재활용 코튼이 30% 혼합된 캔버스 어퍼','* 대비되는 색상의 캔버스 색상 패널','* 재활용 폴리에스테르 소재로 제작된 슈 레이스','* 컷 아웃 디테일이 적용된 윈도우 패치','* 불규칙한 작은 반점 무늬가 있는 재활용 고무 아웃솔']",,http://tcakorea.speedgabia.com/converse/SU20/167647C.jpg,"{'제품소재': '겉감: 면 100%/ 안감: 면 100%/ Outsole: 고무 100%','색상': '베얼리볼트','치수': '220-290','제조자': '컨버스','제조국': '베트남','취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.','품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선','A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)','제조연월': '상품 라벨에서 확인'}"
167644C,척테일러 올스타 리뉴 코튼,75000,남녀공용,지속 가능한 방식으로 생산된 스니커즈,그린옥사이드,"['167644C#','167749C','167750C','167647C','167646C','567855C','167643C']","['https://image.converse.co.kr/cmsstatic/product/167644C_167644C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167749C_167749C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167750C_167750C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167647C_167647C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167646C_167646C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/567855C_567855C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167643C_167643C_pdp-option.jpg?browse=']",['Free Size'],"['https://image.converse.co.kr/cmsstatic/product/167644C_167644C_primary.jpg?gallery=','https://image.converse.co.kr/cmsstatic/product/167644C_167644C_02.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167644C_167644C_03.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167644C_167644C_04.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167644C_167644C_05.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167644C_167644C_06.jpg?browse=']","[""'컨버스 리뉴 코튼 컬렉션'은 지속 가능하고 혁신적인 제품을 만들기 위한 컨버스의 실천으로 완성되었습니다. 재활용 코튼 캔버스로 제작된 어퍼와 재활용 고무를 사용하여,새롭고 독특한 텍스처를 지닌 스니커즈가 탄생했습니다. 자연에서 영감받은 컬러웨이를 적용하여 트렌디한 룩을 완성할 뿐 아니라 보다 특별한 일상을 선사할 것입니다. 버려진 재료들로 재탄생한 혁신적인 '컨버스 리뉴 코튼 컬렉션'을 지금 만나보세요."",'* 재활용 코튼이 30% 혼합된 캔버스 어퍼','* 대비되는 색상의 캔버스 색상 패널','* 재활용 폴리에스테르 소재로 제작된 슈 레이스','* 컷 아웃 디테일이 적용된 윈도우 패치','* 불규칙한 작은 반점 무늬가 있는 재활용 고무 아웃솔']",,http://tcakorea.speedgabia.com/converse/SU20/167644C.jpg,"{'제품소재': '겉감: 면 100%/ 안감: 면 100%/ Outsole: 고무 100%','색상': '그린옥사이드','치수': '220-290','제조자': '컨버스','제조국': '베트남','취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.','품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선','A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)','제조연월': '상품 라벨에서 확인'}"
167750C,척 70 리뉴 코튼,89000,남녀공용,지속 가능한 방식으로 생산된 스니커즈,에그렛,"['167750C#','167749C','167644C','167647C','167646C','567855C','167643C']","['https://image.converse.co.kr/cmsstatic/product/167750C_167750C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167749C_167749C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167644C_167644C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167647C_167647C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167646C_167646C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/567855C_567855C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167643C_167643C_pdp-option.jpg?browse=']",['Free Size'],"['https://image.converse.co.kr/product/167750C_167750C_01.mp4','https://image.converse.co.kr/cmsstatic/product/167750C_167750C_primary.jpg?gallery=','https://image.converse.co.kr/cmsstatic/product/167750C_167750C_02.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167750C_167750C_03.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167750C_167750C_04.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167750C_167750C_05.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167750C_167750C_06.jpg?browse=']","[""'컨버스 리뉴 코튼 컬렉션'은 지속 가능하고 혁신적인 제품을 만들기 위한 컨버스의 실천으로 완성되었습니다. 재활용 코튼 캔버스로 제작된 어퍼와 재활용 고무를 사용하여,새롭고 독특한 텍스처를 지닌 스니커즈가 탄생했습니다. 자연에서 영감받은 컬러웨이를 적용하여 트렌디한 룩을 완성할 뿐 아니라 보다 특별한 일상을 선사할 것입니다. 버려진 재료들로 재탄생한 혁신적인 '컨버스 리뉴 코튼 컬렉션'을 지금 만나보세요."",'* 재활용 코튼이 40% 혼합된 캔버스 어퍼','* 재활용 폴리에스테르 소재로 제작된 슈 레이스','* 미니멀리즘을 추구하는 스크린 프린트 앵클 패치','* 불규칙한 작은 반점 무늬가 있는 재활용 고무 아웃솔','* 편안한 착화감을 제공하는 오솔라이트 인솔']",,http://tcakorea.speedgabia.com/converse/SU20/167750C.jpg,"{'제품소재': '겉감: 면 100%/ 안감: 면 100%/ Outsole: 고무 100%','색상': '에그렛','치수': '220-290','제조자': '컨버스','제조국': '베트남','취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.','품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선','A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)','제조연월': '상품 라벨에서 확인'}"
167749C,척 70 리뉴 코튼,95000,남녀공용,지속 가능한 방식으로 생산된 스니커즈,에그렛,"['167749C#','167750C','167644C','167647C','167646C','567855C','167643C']","['https://image.converse.co.kr/cmsstatic/product/167749C_167749C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167750C_167750C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167644C_167644C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167647C_167647C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167646C_167646C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/567855C_567855C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167643C_167643C_pdp-option.jpg?browse=']","['220','230','240','250','260','270','280','290']","['https://image.converse.co.kr/product/167749C_167749C_01.mp4','https://image.converse.co.kr/cmsstatic/product/167749C_167749C_primary.jpg?gallery=','https://image.converse.co.kr/cmsstatic/product/167749C_167749C_02.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167749C_167749C_03.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167749C_167749C_04.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167749C_167749C_05.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167749C_167749C_06.jpg?browse=']","[""'컨버스 리뉴 코튼 컬렉션'은 지속 가능하고 혁신적인 제품을 만들기 위한 컨버스의 실천으로 완성되었습니다. 재활용 코튼 캔버스로 제작된 어퍼와 재활용 고무를 사용하여,새롭고 독특한 텍스처를 지닌 스니커즈가 탄생했습니다. 자연에서 영감받은 컬러웨이를 적용하여 트렌디한 룩을 완성할 뿐 아니라 보다 특별한 일상을 선사할 것입니다. 버려진 재료들로 재탄생한 혁신적인 '컨버스 리뉴 코튼 컬렉션'을 지금 만나보세요."",'* 재활용 코튼이 40% 혼합된 캔버스 어퍼','* 재활용 폴리에스테르 소재로 제작된 슈 레이스','* 미니멀리즘을 추구하는 스크린 프린트 앵클 패치','* 불규칙한 작은 반점 무늬가 있는 재활용 고무 아웃솔','* 편안한 착화감을 제공하는 오솔라이트 인솔']",,http://tcakorea.speedgabia.com/converse/SU20/167749C.jpg,"{'제품소재': '겉감: 면 100%/ 안감: 면 100%/ Outsole: 고무 100%','색상': '에그렛','치수': '220-290','제조자': '컨버스','제조국': '베트남','취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.','품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선','A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)','제조연월': '상품 라벨에서 확인'}"
167324C,원스타 한별,109000,남녀공용,서울 유스 스트릿 컬처의 아이콘,에그렛,"['167324C#','165741C','165742C','167326C','168133C']","['https://image.converse.co.kr/cmsstatic/product/167324C_167324C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/165741C_165741C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/165742C_165742C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167326C_167326C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/168133C_168133C_pdp-option.jpg?browse=']","['220','225','230','235','240','245','250','255','260','265','270','275','280','285','290','295','300']","['https://image.converse.co.kr/cmsstatic/product/167324C_167324C_primary.jpg?gallery=','https://image.converse.co.kr/cmsstatic/product/167324C_167324C_02.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167324C_167324C_03.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167324C_167324C_04.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167324C_167324C_05.jpg?browse=']","['원스타 한별','서울의 유스 스트릿 문화에 대한 창조적인 에너지를 기념하여 선보인 제품입니다. 시각적으로 한별이 돋보이는 디테일에 중점을 두어 기존의 아이코닉한 원스타 실루엣에 조금 더 커진 스타 언더레이 로고를 사용하여 에너제틱한 스트릿 룩을 완성합니다.','* 부드럽고 빛나는 프리미엄 레더 소재','* 섬세한 스티치 디테일','* 텅에 위치한 우븐 소재 원스타 라벨 디테일']",,http://tcakorea.speedgabia.com/converse/SP20/167324C.jpg,"{'제품소재': '겉감: 천연가죽(소가죽) 100%/ 안감: 폴리에스터 66%,천연가죽(소가죽) 19%,폴리우레탄 15%','색상': '에그렛','치수': '220-290','제조자': '컨버스','제조국': '베트남','취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.','품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선','A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)','제조연월': '상품 라벨에서 확인'}"
167966C,척테일러 올스타 리컨스트럭처드,89000,남녀공용,클래식 척에 더해진 컷 앤 수(cut-and-sew) 디테일,블랙,"['167966C#','167963C','167967C']","['https://image.converse.co.kr/cmsstatic/product/167966C_167966C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167963C_167963C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167967C_167967C_pdp-option.jpg?browse=']",['Free Size'],"['https://image.converse.co.kr/cmsstatic/product/167966C_167966C_primary.jpg?gallery=','https://image.converse.co.kr/cmsstatic/product/167966C_167966C_02.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167966C_167966C_03.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167966C_167966C_04.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167966C_167966C_05.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167966C_167966C_06.jpg?browse=']","['척테일러 올스타 리컨스트럭처드','컨버스의 아이코닉한 실루엣에 다른 색상의 캔버스를 이어 붙인 어퍼가 특징인 척테일러 올스타 리컨스트럭처드를 선보입니다. 마치 반으로 나누어 진 듯한 어퍼와 미드솔,그리고 아웃솔은 끊임 없이 스스로를 표현하는 대담함을 토대로 디자인되었습니다.','*중단부에 마치 이어 붙인 듯 한 디테일이 적용된 어퍼','*반으로 나누어 진듯한 효과의 러버 아웃솔','*편안한 착화감을 제공하는 오솔라이트 인솔']",,http://tcakorea.speedgabia.com/converse/SP20/167966C.jpg,"{'제품소재': '겉감: 면 100%/ 안감: 폴리에스터 100%','색상': '블랙','치수': '220-290','제조자': '컨버스','제조국': '베트남','취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.','품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선','A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)','제조연월': '상품 라벨에서 확인'}"
167963C,척테일러 올스타 리컨스트럭처드,89000,남녀공용,클래식 척에 더해진 컷 앤 수(cut-and-sew) 디테일,화이트,"['167963C#','167966C','167967C']","['https://image.converse.co.kr/cmsstatic/product/167963C_167963C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167966C_167966C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167967C_167967C_pdp-option.jpg?browse=']","['220','230','240','250','260','270','280','290']","['https://image.converse.co.kr/cmsstatic/product/167963C_167963C_primary.jpg?gallery=','https://image.converse.co.kr/cmsstatic/product/167963C_167963C_02.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167963C_167963C_03.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167963C_167963C_04.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167963C_167963C_05.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167963C_167963C_06.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/167963C_167963C_07.jpg?browse=']","['척테일러 올스타 리컨스트럭처드','컨버스의 아이코닉한 실루엣에 다른 색상의 캔버스를 이어 붙인 어퍼가 특징인 척테일러 올스타 리컨스트럭처드를 선보입니다. 마치 반으로 나누어 진 듯한 어퍼와 미드솔,그리고 아웃솔은 끊임 없이 스스로를 표현하는 대담함을 토대로 디자인되었습니다.','*중단부에 마치 이어 붙인 듯 한 디테일이 적용된 어퍼','*반으로 나누어 진듯한 효과의 러버 아웃솔','*편안한 착화감을 제공하는 오솔라이트 인솔']",,http://tcakorea.speedgabia.com/converse/SP20/167963C.jpg,"{'제품소재': '겉감: 면 100%/ 안감: 폴리에스터 100%','색상': '화이트','치수': '220-290','제조자': '컨버스','제조국': '베트남','취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.','품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선','A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)','제조연월': '상품 라벨에서 확인'}"
164057C,잭퍼셀 클래식,75000,남녀공용,아이코닉 '스마일 토',화이트,"['164057C#','164056C']","['https://image.converse.co.kr/cmsstatic/product/164057C_164057C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164056C_164056C_pdp-option.jpg?browse=']","['220','225','230','235','240','245','250','255','260','265','270','275','280','285','290','300']","['https://image.converse.co.kr/product/164057C_164057C_01.mp4','https://image.converse.co.kr/cmsstatic/product/164057C_164057C_primary.jpg?gallery=','https://image.converse.co.kr/cmsstatic/product/68900/164057C_164057C_02.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164057C_164057C_03.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164057C_164057C_04.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164057C_164057C_05.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164057C_164057C_06.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164057C_164057C_07.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164057C_164057C_08.jpg?browse=']","['잭퍼셀 클래식',""캐주얼룩부터 비즈니스룩까지 다양한 스타일에 매치할 수 있는 잭퍼셀은 세계 배드민턴 챔피언 '잭 퍼셀'이 디자인하고 가장 아꼈던 스니커즈입니다.\n스포츠 아이콘에서 스타일 아이콘으로 유명해진 잭퍼셀을 이제 더욱 편안하게 즐겨보세요."",""* 배드민턴 챔피언 잭 퍼셀의 미소를 상징하는 '스마일 토' 디테일"",'* 높은 마찰력을 지닌 헤링본 패턴의 러버 겉창','* 편안한 착화감을 제공하는 오솔라이트 인솔','* 기존 제품에 비해 발볼이 넓게 나온 편이오니,정 사이즈 혹은 한 사이즈(5mm) 작게 주문 추천드립니다.']",,https://image.converse.co.kr/cmsstatic/product/23733/164057C.jpg,"{'제품소재': '겉감: 면 100%/ 안감: 면 100%','색상': '화이트','치수': '상단표기','제조자': '컨버스','제조국': '베트남','취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.','품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선','A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)','제조연월': '상품 라벨에서 확인'}"
164056C,잭퍼셀 클래식,75000,남녀공용,아이코닉 '스마일 토',블랙,"['164056C#','164057C']","['https://image.converse.co.kr/cmsstatic/product/164056C_164056C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164057C_164057C_pdp-option.jpg?browse=']","['220','225','230','235','240','245','250','255','260','265','270','275','280','285','290','300']","['https://image.converse.co.kr/product/164056C_164056C_01.mp4','https://image.converse.co.kr/cmsstatic/product/164056C_164056C_primary.jpg?gallery=','https://image.converse.co.kr/cmsstatic/product/164056C_164056C_02.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164056C_164056C_03.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164056C_164056C_04.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164056C_164056C_05.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164056C_164056C_06.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164056C_164056C_07.jpg?browse=']","['잭퍼셀 클래식',""캐주얼룩부터 비즈니스룩까지 다양한 스타일에 매치할 수 있는 잭퍼셀은 세계 배드민턴 챔피언 '잭 퍼셀'이 디자인하고 가장 아꼈던 스니커즈입니다.\n스포츠 아이콘에서 스타일 아이콘으로 유명해진 잭퍼셀을 이제 더욱 편안하게 즐겨보세요."",""* 배드민턴 챔피언 잭 퍼셀의 미소를 상징하는 '스마일 토' 디테일"",'* 높은 마찰력을 지닌 헤링본 패턴의 러버 겉창','* 편안한 착화감을 제공하는 오솔라이트 인솔','* 기존 제품에 비해 발볼이 넓게 나온 편이오니,정 사이즈 혹은 한 사이즈(5mm) 작게 주문 추천드립니다.']",,https://image.converse.co.kr/cmsstatic/product/23732/164056C.jpg,"{'제품소재': '겉감: 면 100%/ 안감: 면 100%','색상': '블랙','치수': '상단표기','제조자': '컨버스','제조국': '베트남','취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.','품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선','A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)','제조연월': '상품 라벨에서 확인'}"
162054C,척 70 빈티지 캔버스,95000,남녀공용,디자인 헤리티지를 더한 프리미엄 컴포트 스니커즈,썬플라워,"['162054C#','162050C','162053C','164944C','164945C','162056C','164947C','164946C']","['https://image.converse.co.kr/cmsstatic/product/162054C_162054C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162050C_162050C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162053C_162053C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164944C_164944C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164945C_164945C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162056C_162056C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164947C_164947C_pdp-option.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/164946C_164946C_pdp-option.jpg?browse=']","['220','225','230','235','240','245','250','255','260','265','270','275','280','285']","['https://image.converse.co.kr/product/162054C_162054C_01.mp4','https://image.converse.co.kr/cmsstatic/product/162054C_162054C_primary.jpg?gallery=','https://image.converse.co.kr/cmsstatic/product/162054C_162054C_02.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162054C_162054C_03.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162054C_162054C_04.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162054C_162054C_05.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162054C_162054C_06.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162054C_162054C_07.jpg?browse=','https://image.converse.co.kr/cmsstatic/product/162054C_162054C_08.jpg?browse=']","['척 70','1970년대의 척테일러에서 영감 받은 척 70 컬렉션은 더욱 편안한 쿠셔닝과 견고한 캔버스 어퍼,세련된 디테일을 더해 재해석되었습니다. 아이코닉한 디자인과 빈티지한 매력,편안한 착화감을 동시에 선사하는 척 70 컬렉션과 함께 더욱 활기찬 일상을 맞이하세요.','* 가볍고 견고한 캔버스 어퍼','* 시즌리스,타임리스한 실루엣','* 빈티지 척테일러 올스타 힐 패치','* 더욱 편안한 착화감의 오솔라이트 인솔']",,https://image.converse.co.kr/cmsstatic/product/21607/162054C.jpg,"{'제품소재': '겉감:면 100% 안감:면 100%','색상': '상단표기','치수': '상단표기','제조자': '컨버스','제조국': '베트남','취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.','품질보증기준': '품질보증기간 (1년) 내 무상수선\n품질 보증 기간 경과 혹은 소비자 과실 유상수선','A/S 책임자와 전화번호': '컨버스 AS 센터\n(080-987-0182)','제조연월': '상품라벨에서 확인'}"
